,1:number,2:start_time,3:end_time,4:pic_times,5:total_time
0,1,Fri May 24 09:54:26 2019,Fri May 24 09:54:41 2019,3.1548,14.294
1,2,Fri May 24 09:54:41 2019,Fri May 24 09:54:50 2019,3.17,8.9754
2,3,Fri May 24 09:54:50 2019,Fri May 24 09:54:59 2019,3.1759,8.9773
3,4,Fri May 24 09:54:59 2019,Fri May 24 09:55:08 2019,3.1911,9.6185
4,5,Fri May 24 09:55:08 2019,Fri May 24 09:55:17 2019,3.1891,8.8537
5,6,Fri May 24 09:55:17 2019,Fri May 24 09:55:26 2019,3.1621,8.6642
6,7,Fri May 24 09:55:26 2019,Fri May 24 09:55:34 2019,3.1607,8.5875
7,8,Fri May 24 09:55:34 2019,Fri May 24 09:55:43 2019,3.1536,8.9417
8,9,Fri May 24 09:55:43 2019,Fri May 24 09:55:53 2019,3.1537,9.1914
9,10,Fri May 24 09:55:53 2019,Fri May 24 09:56:01 2019,3.1609,8.8473
10,11,Fri May 24 09:56:01 2019,Fri May 24 09:56:10 2019,3.1536,8.9766
11,12,Fri May 24 09:56:10 2019,Fri May 24 09:56:20 2019,3.1569,9.1312
12,13,Fri May 24 09:56:20 2019,Fri May 24 09:56:28 2019,3.1836,8.5656
13,14,Fri May 24 09:56:28 2019,Fri May 24 09:56:37 2019,3.1575,8.6418
14,15,Fri May 24 09:56:37 2019,Fri May 24 09:56:46 2019,3.1673,9.0474
15,16,Fri May 24 09:56:46 2019,Fri May 24 09:56:55 2019,3.1614,8.797
16,17,Fri May 24 09:56:55 2019,Fri May 24 09:57:04 2019,3.1705,9.2076
17,18,Fri May 24 09:57:04 2019,Fri May 24 09:57:13 2019,3.1689,8.8086
18,19,Fri May 24 09:57:13 2019,Fri May 24 09:57:22 2019,3.1585,9.1153
19,20,Fri May 24 09:57:22 2019,Fri May 24 09:57:31 2019,3.1631,9.2138
20,21,Fri May 24 09:57:31 2019,Fri May 24 09:57:40 2019,3.1783,8.6719
21,22,Fri May 24 09:57:40 2019,Fri May 24 09:57:49 2019,3.1767,9.1031
22,23,Fri May 24 09:57:49 2019,Fri May 24 09:57:57 2019,3.1733,8.6907
23,24,Fri May 24 09:57:57 2019,Fri May 24 09:58:07 2019,3.156,9.1503
24,25,Fri May 24 09:58:07 2019,Fri May 24 09:58:16 2019,3.1636,9.4677
25,26,Fri May 24 09:58:16 2019,Fri May 24 09:58:25 2019,3.1553,9.0305
26,27,Fri May 24 09:58:25 2019,Fri May 24 09:58:34 2019,3.1668,9.0511
27,28,Fri May 24 09:58:34 2019,Fri May 24 09:58:43 2019,3.1578,8.6646
28,29,Fri May 24 09:58:43 2019,Fri May 24 09:58:51 2019,3.1651,8.6711
29,30,Fri May 24 09:58:51 2019,Fri May 24 09:59:00 2019,3.1614,8.9642
30,31,Fri May 24 09:59:00 2019,Fri May 24 09:59:10 2019,3.1707,9.2636
31,32,Fri May 24 09:59:10 2019,Fri May 24 09:59:18 2019,3.1764,8.7218
32,33,Fri May 24 09:59:18 2019,Fri May 24 09:59:27 2019,3.1537,8.6348
33,34,Fri May 24 09:59:27 2019,Fri May 24 09:59:36 2019,3.1983,9.2612
34,35,Fri May 24 09:59:36 2019,Fri May 24 09:59:45 2019,3.1708,8.969
35,36,Fri May 24 09:59:45 2019,Fri May 24 09:59:54 2019,3.1626,8.9017
36,37,Fri May 24 09:59:54 2019,Fri May 24 10:00:03 2019,3.1595,8.7592
37,39,Fri May 24 10:00:12 2019,Fri May 24 10:00:27 2019,3.1734,15.1793
